id,assignment_id,json,version,date,created_at,updated_at,enddate,startdate,status
307,2089,"[{'cpl': 1200, 'cpql': 4800.000000000001, 'leads': 83.33333333333333, 'qrate': 25, 'budget': 100000, 'qleads': 20.83333333333333, 'source': 'google', 'subsource': 'search_ri'}, {'cpl': 600, 'cpql': 2000, 'leads': 666.6666666666666, 'qrate': 30, 'budget': 400000, 'qleads': 200, 'source': 'facebook', 'subsource': 'leadgen_ri'}]",April - May,,2021-04-30 11:59:35.093199,2021-04-30 12:35:52.762468,2021-07-31,2021-04-30,inactive
83,1085,"[{'cpl': 500, 'cpql': 2941.176470588235, 'cpsv': 11764.70588235294, 'leads': 400, 'qrate': 17, 'budget': 200000, 'qleads': 68, 'source': 'Facebook', 'svdone': 17, 'svrate': 25, 'subsource': 'Lead-gen ads'}, {'cpl': 892.8571428571429, 'cpql': 6250, 'cpsv': 25000, 'leads': 56, 'qrate': 14.285714285714286, 'budget': 50000, 'qleads': 8, 'source': 'Facebook', 'svdone': 2, 'svrate': 25, 'subsource': 'CTW'}, {'cpl': 1096.4912280701753, 'cpql': 5434.782608695652, 'cpsv': 17857.14285714286, 'leads': 114.00000000000001, 'qrate': 20.175438596491226, 'budget': 125000, 'qleads': 23, 'source': 'Google', 'svdone': 7, 'svrate': 30.434782608695652, 'subsource': 'Search Ads'}, {'cpl': 1315.7894736842106, 'cpql': 12500, 'cpsv': 50000, 'leads': 38, 'qrate': 10.526315789473685, 'budget': 50000, 'qleads': 4, 'source': 'Google', 'svdone': 1, 'svrate': 25, 'subsource': 'Display'}]",Teaser campaign,,2019-08-02 11:57:30.688781,2019-08-02 12:00:23.700834,2019-08-25,2019-08-03,active
104,1164,"[{'cpl': 617.283950617284, 'cpql': 2572.0164609053495, 'cpsv': 7564.75429678044, 'leads': 729, 'qrate': 24, 'budget': 450000, 'qleads': 174.96, 'source': 'facebook', 'svdone': 59.4864, 'svrate': 34, 'subsource': 'leadgen_ri'}, {'cpl': 1028.5714285714287, 'cpql': 4285.714285714286, 'cpsv': 12605.042016806727, 'leads': 209.99999999999997, 'qrate': 24, 'budget': 216000, 'qleads': 50.39999999999999, 'source': 'google', 'svdone': 17.135999999999996, 'svrate': 34, 'subsource': 'search_ri'}, {'cpl': 600, 'cpql': 2399.9999999999995, 'cpsv': 7999.999999999998, 'leads': 223.33333333333334, 'qrate': 25, 'budget': 134000, 'qleads': 55.83333333333334, 'source': 'portals', 'svdone': 16.750000000000004, 'svrate': 30, 'subsource': 'housing'}, {'cpl': 600, 'cpql': 2400.0000000000005, 'cpsv': 8000.000000000001, 'leads': 166.66666666666666, 'qrate': 25, 'budget': 100000, 'qleads': 41.66666666666666, 'source': 'portals', 'svdone': 12.499999999999998, 'svrate': 30, 'subsource': 'quikr'}]",Sep-Nov Plan,,2019-09-15 18:17:56.605270,2019-09-15 18:24:13.810146,2019-11-30,2019-08-29,active
106,1198,"[{'cpl': 800, 'cpql': 3200, 'cpsv': 9142.857142857143, 'leads': 250, 'qrate': 25, 'budget': 200000, 'qleads': 62.5, 'source': 'facebook', 'svdone': 21.875, 'svrate': 35, 'subsource': 'leadgen_ri'}, {'cpl': 600, 'cpql': 2400.0000000000005, 'cpsv': 6857.142857142859, 'leads': 166.66666666666666, 'qrate': 25, 'budget': 100000, 'qleads': 41.66666666666666, 'source': 'portal', 'svdone': 14.58333333333333, 'svrate': 35, 'subsource': 'housing'}, {'cpl': 500, 'cpql': 1666.6666666666667, 'cpsv': 5555.555555555556, 'leads': 124.386, 'qrate': 30, 'budget': 62193, 'qleads': 37.315799999999996, 'source': 'sms', 'svdone': 11.19474, 'svrate': 30, 'subsource': 'sms'}, {'cpl': 1100, 'cpql': 3666.666666666667, 'cpsv': 10476.190476190479, 'leads': 90.9090909090909, 'qrate': 30, 'budget': 100000, 'qleads': 27.27272727272727, 'source': 'google', 'svdone': 9.545454545454543, 'svrate': 35, 'subsource': 'search_ri'}]",September - October,,2019-09-19 05:56:59.628781,2019-09-19 06:25:14.655232,2019-09-30,2019-09-01,active
92,1015,"[{'cpl': 1000, 'cpql': 4347.826086956522, 'cpsv': 14492.753623188406, 'leads': 300, 'qrate': 23, 'budget': 300000, 'qleads': 69, 'source': 'facebook', 'svdone': 20.7, 'svrate': 30, 'subsource': 'leadgen_ri'}, {'cpl': 1190.4761904761904, 'cpql': 5411.25541125541, 'cpsv': 18037.518037518035, 'leads': 63.00000000000001, 'qrate': 22, 'budget': 75000, 'qleads': 13.860000000000003, 'source': 'facebook', 'svdone': 4.158, 'svrate': 30, 'subsource': 'videoleadgen_ri'}, {'cpl': 1500, 'cpql': 4285.714285714285, 'cpsv': 10714.285714285714, 'leads': 150, 'qrate': 35, 'budget': 225000, 'qleads': 52.5, 'source': 'google', 'svdone': 21, 'svrate': 40, 'subsource': 'search_ri'}, {'cpl': 1388.888888888889, 'cpql': 7716.049382716049, 'cpsv': 25000, 'leads': 36, 'qrate': 18, 'budget': 50000, 'qleads': 6.48, 'source': 'google', 'svdone': None, 'subsource': 'gsp_ri'}, {'cpl': 1612.9032258064517, 'cpql': 16129.032258064515, 'cpsv': 64516.12903225806, 'leads': 31, 'qrate': 10, 'budget': 50000, 'qleads': 3.1, 'source': 'google', 'svdone': 0.775, 'svrate': 25, 'subsource': 'gdn_ri'}, {'cpl': 793.6507936507936, 'cpql': 5291.005291005292, 'cpsv': 50000, 'leads': 63, 'qrate': 15, 'budget': 50000, 'qleads': 9.45, 'source': 'affiliate', 'svdone': None, 'subsource': 'sms'}]",Media plan sep oct,,2019-08-21 12:05:18.992412,2019-08-21 12:14:29.757916,2019-10-15,2019-08-18,inactive
180,1530,"[{'budget': 120000, 'qleads': 30, 'source': 'affiliate'}, {'budget': 48000, 'qleads': 12, 'source': 'portal'}]",Jan'20,,2020-01-02 12:49:00.756496,2020-01-02 13:39:00.951038,2020-01-25,2019-12-26,inactive
175,1618,"[{'budget': 52500, 'qleads': 18, 'source': 'facebook'}, {'budget': 70000, 'qleads': 35, 'source': 'affiliate'}, {'budget': 15400, 'qleads': 7, 'source': 'portal'}]",January'20,,2020-01-02 12:16:07.440776,2020-01-03 07:56:14.135031,2020-01-25,2019-12-26,active
561,3366,,capital walk 113,,2023-01-18 08:26:21.464083,2023-01-18 08:26:21.464083,,,inactive
228,877,"[{'budget': 100000, 'source': 'OTT Zee 5', 'subsource': 'Video + Display Retargeting'}, {'budget': 50000, 'source': 'Youtube', 'subsource': 'Trueview Ads'}, {'budget': 50000, 'source': 'Youtube', 'subsource': 'Discovery Ads'}, {'budget': 50000, 'source': 'Display', 'subsource': 'Utility Display Placements'}, {'budget': 50000, 'source': 'Display', 'subsource': 'Regional websites'}, {'budget': 50000, 'source': 'News & Investments', 'subsource': 'Money Control'}, {'budget': 50000, 'source': 'Yahoo', 'subsource': 'Yahoo Ads'}]",Branding plan Cluster 3,,2020-04-22 10:57:32.631576,2020-04-22 11:01:14.936765,2020-06-06,2020-04-22,active
178,1642,,Jan'20,,2020-01-02 12:23:24.262878,2020-01-02 12:23:24.262878,,,inactive
182,1267,"[{'budget': 114188, 'qleads': 33, 'source': 'affiliate'}, {'budget': 45765, 'qleads': 13, 'source': 'portal'}]",Jan plan,,2020-01-02 13:04:04.929186,2020-01-02 13:08:28.171277,2020-01-25,2019-12-26,active
181,1512,"[{'budget': 182000, 'qleads': 70, 'source': 'affiliate'}, {'budget': 136500, 'qleads': 42, 'source': 'portal'}]",Jan'20,,2020-01-02 13:01:53.389602,2020-01-02 13:12:49.827287,2020-01-25,2019-12-26,active
179,1473,"[{'cpl': None, 'cpql': 3500, 'leads': None, 'qrate': 0, 'budget': 136500, 'qleads': 39, 'source': 'facebook'}, {'budget': 93600, 'qleads': 59, 'source': 'affiliate'}, {'budget': 57200, 'qleads': 26, 'source': 'portal'}]",Jan'20,,2020-01-02 12:24:05.263329,2020-01-02 14:19:37.443235,2020-01-25,2019-12-26,active
105,1167,"[{'cpl': 859, 'cpql': 7158.333333333332, 'cpsv': 21053.921568627444, 'leads': 358.74970896391153, 'qrate': 12, 'budget': 308166, 'qleads': 43.04996507566939, 'source': 'facebook', 'svdone': 14.636988125727594, 'svrate': 34, 'subsource': 'leadgen_ri'}, {'cpl': 1200, 'cpql': 10909.09090909091, 'cpsv': 32085.561497326205, 'leads': 160.50333333333333, 'qrate': 11, 'budget': 192604, 'qleads': 17.655366666666666, 'source': 'google', 'svdone': 6.002824666666666, 'svrate': 34, 'subsource': 'search_ri'}, {'cpl': 1000, 'cpql': 6666.666666666667, 'cpsv': 22222.222222222223, 'leads': 100, 'qrate': 15, 'budget': 100000, 'qleads': 15, 'source': 'portals', 'svdone': 4.5, 'svrate': 30, 'subsource': 'housing'}, {'cpl': 1000, 'cpql': 6666.666666666667, 'cpsv': 22222.222222222223, 'leads': 100, 'qrate': 15, 'budget': 100000, 'qleads': 15, 'source': 'portals', 'svdone': 4.5, 'svrate': 30, 'subsource': 'quikr'}, {'cpl': 1000, 'cpql': 6666.666666666667, 'cpsv': 22222.222222222223, 'leads': 100, 'qrate': 15, 'budget': 100000, 'qleads': 15, 'source': 'portals', 'svdone': 4.5, 'svrate': 30, 'subsource': '99acres'}]",Sep-Oct Plan,,2019-09-15 18:42:11.891545,2019-09-15 18:46:04.905582,2019-10-31,2019-09-03,active
308,1043,"[{'cpl': 2850, 'cpql': 21923.07692307692, 'cpsv': 66433.56643356642, 'leads': 10.526315789473685, 'qrate': 13, 'budget': 30000, 'qleads': 1.3684210526315792, 'source': 'facebook', 'svdone': 0.4515789473684212, 'svrate': 33, 'subsource': 'facebook'}, {'cpl': 1360, 'cpql': 9714.285714285716, 'cpsv': 27755.102040816328, 'leads': 88.23529411764706, 'qrate': 14, 'budget': 120000, 'qleads': 12.352941176470587, 'source': 'google', 'svdone': 4.323529411764706, 'svrate': 35, 'subsource': 'google'}]",Media plan April,,2021-05-03 12:14:00.311288,2021-05-03 12:27:56.903135,2021-04-30,2021-04-15,inactive
110,1098,"[{'cpl': 1400, 'cpql': 7000.000000000001, 'cpsv': 28000.000000000004, 'leads': 1214.2857142857142, 'qrate': 20, 'budget': 1700000, 'qleads': 242.85714285714283, 'source': 'facebook', 'svdone': 60.71428571428571, 'svrate': 25, 'subsource': 'leadgen_ri'}, {'cpl': 1200, 'cpql': 10000, 'cpsv': 50000, 'leads': 750, 'qrate': 12, 'budget': 900000, 'qleads': 90, 'source': 'facebook', 'svdone': 18, 'svrate': 20, 'subsource': 'video_leadgen_ri'}, {'cpl': 1600, 'cpql': 6400, 'cpsv': 21333.333333333332, 'leads': 750, 'qrate': 25, 'budget': 1200000, 'qleads': 187.5, 'source': 'facebook', 'svdone': 56.25, 'svrate': 30, 'subsource': 'ctw_ri'}, {'cpl': 2300, 'cpql': 8214.285714285714, 'cpsv': 23469.38775510204, 'leads': 652.1739130434783, 'qrate': 28, 'budget': 1500000, 'qleads': 182.6086956521739, 'source': 'google', 'svdone': 63.91304347826087, 'svrate': 35, 'subsource': 'search_ri'}, {'cpl': 1500, 'cpql': 6818.181818181818, 'cpsv': 27272.727272727272, 'leads': 200, 'qrate': 22, 'budget': 300000, 'qleads': 44, 'source': 'google', 'svdone': 11, 'svrate': 25, 'subsource': 'gsp_ri'}, {'cpl': 1100, 'cpql': 11000, 'cpsv': 91666.66666666667, 'leads': 272.72727272727275, 'qrate': 10, 'budget': 300000, 'qleads': 27.272727272727273, 'source': 'google', 'svdone': 3.2727272727272725, 'svrate': 12, 'subsource': 'gdn_ri'}, {'cpl': 1500, 'cpql': 10000, 'cpsv': 45454.545454545456, 'leads': 200, 'qrate': 15, 'budget': 300000, 'qleads': 30, 'source': 'Native', 'svdone': 6.6, 'svrate': 22, 'subsource': 'yahoo'}, {'cpl': 1400, 'cpql': 9333.333333333332, 'cpsv': 46666.66666666666, 'leads': 142.85714285714286, 'qrate': 15, 'budget': 200000, 'qleads': 21.42857142857143, 'source': 'Native', 'svdone': 4.2857142857142865, 'svrate': 20, 'subsource': 'colombia/ outbrain'}, {'cpl': 1400, 'cpql': 9333.333333333334, 'cpsv': 42424.242424242424, 'leads': 214.28571428571428, 'qrate': 15, 'budget': 300000, 'qleads': 32.14285714285714, 'source': 'Native', 'svdone': 7.071428571428571, 'svrate': 22, 'subsource': 'taboola'}, {'cpl': 600, 'cpql': 7500.000000000001, 'cpsv': 50000.00000000001, 'leads': 1333.3333333333333, 'qrate': 8, 'budget': 800000, 'qleads': 106.66666666666666, 'source': 'sms', 'svdone': 15.999999999999998, 'svrate': 15, 'subsource': 'sms'}]",Aaradhya Eastwind_ Sept - Oct Media Plan,,2019-09-19 07:36:20.951865,2019-09-19 07:44:56.179990,2019-10-31,2019-09-01,active
218,1015,"[{'cpl': 2000, 'cpql': 6666.666666666667, 'cpsv': 15000, 'leads': 60, 'qrate': 30, 'budget': 120000, 'qleads': 18, 'source': 'Google', 'svdone': 8, 'svrate': 44.44444444444444, 'subsource': 'Search Ads'}, {'cpl': 1298.7012987012988, 'cpql': 7142.857142857142, 'cpsv': 28571.428571428572, 'leads': 154, 'qrate': 18.181818181818183, 'budget': 200000, 'qleads': 28.000000000000004, 'source': 'Facebook', 'svdone': 7, 'svrate': 24.999999999999996, 'subsource': 'News Feed Ads (Lead Form)'}, {'cpl': 1600, 'cpql': 8000, 'cpsv': 26666.666666666668, 'leads': 50, 'qrate': 20, 'budget': 80000, 'qleads': 10, 'source': 'Linkedin', 'svdone': 3, 'svrate': 30, 'subsource': 'News Feed Ads (CTW)'}, {'cpl': 3846.153846153846, 'cpql': 16666.666666666668, 'cpsv': 50000, 'leads': 13, 'qrate': 23.076923076923077, 'budget': 50000, 'qleads': 3, 'source': 'Native', 'svdone': 1, 'svrate': 33.333333333333336, 'subsource': 'Lead Form + Boost Post'}, {'cpl': 1515.1515151515152, 'cpql': 8333.333333333334, 'cpsv': 25000, 'leads': 33, 'qrate': 18.181818181818183, 'budget': 50000, 'qleads': 6, 'source': 'Native', 'svdone': 2, 'svrate': 33.333333333333336, 'subsource': 'Text + Image'}]",Dec-Jan,,2020-01-28 11:45:00.917554,2020-01-28 11:46:49.459752,2020-01-31,2019-12-01,inactive
112,1130,"[{'cpl': 800, 'cpql': 4444.444444444444, 'cpsv': 17777.777777777777, 'leads': 437.5, 'qrate': 18, 'budget': 350000, 'qleads': 78.75, 'source': 'facebook', 'svdone': 19.6875, 'svrate': 25, 'subsource': 'leadgen_ri'}, {'cpl': 1100, 'cpql': 4400, 'cpsv': 12571.428571428572, 'leads': 90.9090909090909, 'qrate': 25, 'budget': 100000, 'qleads': 22.727272727272727, 'source': 'google', 'svdone': 7.954545454545454, 'svrate': 35, 'subsource': 'search_ri'}, {'cpl': 500, 'cpql': 7142.857142857143, 'cpsv': 35714.28571428572, 'leads': 100, 'qrate': 7, 'budget': 50000, 'qleads': 7, 'source': 'sms', 'svdone': 1.4, 'svrate': 20, 'subsource': 'sms'}]",Oct 2019,,2019-10-04 06:23:00.213343,2019-10-04 06:26:52.707253,2019-11-09,2019-10-01,active
119,1018,"[{'cpl': 3012.0481927710844, 'cpql': 7575.757575757578, 'cpsv': 16666.666666666668, 'leads': 83, 'qrate': 39.75903614457831, 'budget': 250000, 'qleads': 32.99999999999999, 'source': 'google', 'svdone': 15, 'svrate': 45.45454545454547, 'subsource': 'search_ri'}, {'cpl': 1923.076923076923, 'cpql': 12500, 'leads': 13, 'qrate': 15.384615384615385, 'budget': 25000, 'qleads': 2, 'source': 'facebook', 'subsource': 'videoleadgen_ri'}, {'cpl': 1595.7446808510638, 'cpql': 9782.608695652174, 'cpsv': 75000, 'leads': 141, 'qrate': 16.31205673758865, 'budget': 225000, 'qleads': 23, 'source': 'facebook', 'svdone': 3, 'svrate': 13.043478260869565, 'subsource': 'leadgen_ri'}]",Sep'19,,2019-10-09 11:24:51.211681,2019-10-09 11:27:02.088982,2019-09-12,2019-09-01,active
115,1172,"[{'cpl': 250, 'cpql': 1666.6666666666667, 'cpsv': 6000, 'leads': 120, 'qrate': 15, 'budget': 30000, 'qleads': 18, 'source': 'affiliate', 'svdone': 5, 'svrate': 27.77777777777778, 'subsource': 'sms'}, {'cpl': 895.5223880597015, 'cpql': 2608.695652173913, 'cpsv': 6666.666666666667, 'leads': 67, 'qrate': 34.32835820895522, 'budget': 60000, 'qleads': 23, 'source': 'google', 'svdone': 9, 'svrate': 39.130434782608695, 'subsource': 'search_ri'}, {'cpl': 500, 'cpql': 1984.126984126984, 'cpsv': 6578.9473684210525, 'leads': 250, 'qrate': 25.2, 'budget': 125000, 'qleads': 63, 'source': 'facebook', 'svdone': 19, 'svrate': 30.158730158730158, 'subsource': 'leadgen'}]",Oct'19,,2019-10-09 08:44:03.366666,2019-10-09 08:47:38.337592,2019-11-30,2019-10-09,active
176,1626,"[{'budget': 74800, 'qleads': 34, 'source': 'affiliate'}, {'budget': 89250, 'qleads': 26, 'source': 'portal'}]",Jan'20,,2020-01-02 12:17:47.527119,2020-01-02 13:16:32.189661,2020-01-25,2019-12-26,active
185,1135,"[{'budget': 63750, 'qleads': 43, 'source': 'affiliate'}, {'budget': 102000, 'qleads': 21, 'source': 'facebook'}, {'budget': 42500, 'qleads': 17, 'source': 'portal'}]",Jan'20,,2020-01-02 13:17:17.714337,2020-01-02 13:19:01.467062,2020-01-25,2019-12-26,active
284,1169,"[{'cpl': 500, 'cpql': 2500, 'cpsv': 8333.333333333332, 'leads': 140, 'qrate': 20, 'budget': 70000, 'qleads': 28, 'source': 'facebook', 'svdone': 8.4, 'svrate': 30, 'subsource': 'leadgen_ri'}, {'cpl': 600, 'cpql': 3333.3333333333335, 'cpsv': 11111.111111111111, 'leads': 83.33333333333333, 'qrate': 18, 'budget': 50000, 'qleads': 15, 'source': 'google', 'svdone': 4.5, 'svrate': 30, 'subsource': 'discovery'}, {'cpl': 700, 'cpql': 2916.666666666667, 'cpsv': 8333.333333333334, 'leads': 42.857142857142854, 'qrate': 24, 'budget': 30000, 'qleads': 10.285714285714285, 'source': 'google', 'svdone': 3.5999999999999996, 'svrate': 35, 'subsource': 'search_ri'}]",mar,,2021-03-29 06:26:53.149532,2021-03-29 06:29:32.512470,2021-04-10,2021-03-23,inactive
43,1009,"[{'cpl': 699.7084548104956, 'cpql': 3891.891891891892, 'cpsv': 12972.972972972973, 'leads': 1029, 'qrate': 17.978620019436345, 'budget': 720000, 'qleads': 185, 'source': 'facebook', 'svdone': 55.5, 'svrate': 30, 'subsource': 'Lead-gen ads'}, {'cpl': 1100, 'cpql': 4347.826086956522, 'cpsv': 14492.753623188404, 'leads': 90.9090909090909, 'qrate': 25.3, 'budget': 100000, 'qleads': 23, 'source': 'facebook', 'svdone': 6.9, 'svrate': 30, 'subsource': 'Click to website'}, {'cpl': 1800, 'cpql': 6153.846153846154, 'cpsv': 17582.417582417584, 'leads': 44.44444444444444, 'qrate': 29.25, 'budget': 80000, 'qleads': 13, 'source': 'LinkedIn', 'svdone': 4.55, 'svrate': 35, 'subsource': 'LinkedIn Ads'}, {'cpl': 1500, 'cpql': 5970.149253731344, 'cpsv': 17057.56929637527, 'leads': 266.6666666666667, 'qrate': 25.124999999999996, 'budget': 400000, 'qleads': 66.99999999999999, 'source': 'google', 'svdone': 23.449999999999996, 'svrate': 35, 'subsource': 'Search'}, {'cpl': 1700, 'cpql': 5714.285714285715, 'cpsv': 16326.530612244896, 'leads': 23.529411764705884, 'qrate': 29.749999999999996, 'budget': 40000, 'qleads': 7, 'source': 'google', 'svdone': 2.45, 'svrate': 35, 'subsource': 'Re-markeing'}, {'cpl': 500, 'cpql': 5000, 'cpsv': 16666.666666666668, 'leads': 200, 'qrate': 10, 'budget': 100000, 'qleads': 20, 'source': 'google', 'svdone': 6, 'svrate': 30, 'subsource': 'Display'}, {'cpl': 700, 'cpql': 4761.9047619047615, 'cpsv': 15873.015873015873, 'leads': 142.85714285714286, 'qrate': 14.7, 'budget': 100000, 'qleads': 21, 'source': 'Portals', 'svdone': 6.3, 'svrate': 30, 'subsource': '99acres'}, {'cpl': 700, 'cpql': 4761.9047619047615, 'cpsv': 15873.015873015873, 'leads': 142.85714285714286, 'qrate': 14.7, 'budget': 100000, 'qleads': 21, 'source': 'Portals', 'svdone': 6.3, 'svrate': 30, 'subsource': 'Housing'}, {'cpl': 700, 'cpql': 4615.384615384615, 'cpsv': 15384.615384615385, 'leads': 85.71428571428571, 'qrate': 15.166666666666668, 'budget': 60000, 'qleads': 13, 'source': 'Portals', 'svdone': 3.9, 'svrate': 30, 'subsource': 'Commonfloor'}, {'cpl': 700, 'cpql': 4615.384615384615, 'cpsv': 15384.615384615385, 'leads': 85.71428571428571, 'qrate': 15.166666666666668, 'budget': 60000, 'qleads': 13, 'source': 'Portals', 'svdone': 3.9, 'svrate': 30, 'subsource': 'Quikr/sulekha'}, {'cpl': 500, 'cpql': 5000, 'cpsv': 16666.666666666668, 'leads': 480, 'qrate': 10, 'budget': 240000, 'qleads': 48, 'source': 'SMS/Email', 'svdone': 14.4, 'svrate': 30, 'subsource': 'Total'}]",May-Aug Plan,,2019-07-13 19:42:54.812329,2019-08-07 11:16:47.019177,2019-08-31,2019-05-18,active
100,848,"[{'cpl': 1400, 'cpql': 9333.333333333334, 'cpsv': 51851.851851851854, 'leads': 500, 'qrate': 15, 'budget': 700000, 'qleads': 75, 'source': 'facebook', 'svdone': 13.5, 'svrate': 18, 'subsource': 'leadgen_ri'}, {'cpl': 2000, 'cpql': 10000, 'cpsv': 55555.555555555555, 'leads': 100, 'qrate': 20, 'budget': 200000, 'qleads': 20, 'source': 'facebook', 'svdone': 3.6, 'svrate': 18, 'subsource': 'ctw'}, {'cpl': 2500, 'cpql': 13888.888888888889, 'cpsv': 63131.31313131313, 'leads': 20, 'qrate': 18, 'budget': 50000, 'qleads': 3.6, 'source': 'facebook', 'svdone': 0.792, 'svrate': 22, 'subsource': 'retargeting'}, {'cpl': 2800, 'cpql': 11200, 'cpsv': 40000, 'leads': 178.57142857142858, 'qrate': 25, 'budget': 500000, 'qleads': 44.642857142857146, 'source': 'google', 'svdone': 12.5, 'svrate': 28, 'subsource': 'search_ri'}, {'cpl': 2500, 'cpql': 15625, 'cpsv': 62500, 'leads': 80, 'qrate': 16, 'budget': 200000, 'qleads': 12.8, 'source': 'google', 'svdone': 3.2, 'svrate': 25, 'subsource': 'gsp'}, {'cpl': 2400, 'cpql': 13333.333333333334, 'cpsv': 60606.06060606061, 'leads': 20.833333333333332, 'qrate': 18, 'budget': 50000, 'qleads': 3.75, 'source': 'google', 'svdone': 0.825, 'svrate': 22, 'subsource': 'retargeting'}, {'cpl': 700, 'cpql': 8750, 'cpsv': 58333.333333333336, 'leads': 428.57142857142856, 'qrate': 8, 'budget': 300000, 'qleads': 34.285714285714285, 'source': 'affiliate', 'svdone': 5.142857142857142, 'svrate': 15, 'subsource': 'sms'}]",September Media Plan,,2019-09-09 06:07:34.703569,2019-09-09 06:16:04.478372,2019-09-30,2019-09-01,active
382,2246,"[{'cpl': 3000, 'cpql': 10000, 'cpsv': 30000, 'leads': 10, 'qrate': 30, 'budget': 30000, 'qleads': 3, 'source': 'google', 'svdone': 1, 'svrate': 33.333333333333336, 'subsource': 'search_nri'}, {'cpl': 2500, 'cpql': 14166.666666666666, 'cpsv': 56666.666666666664, 'leads': 68, 'qrate': 17.647058823529413, 'budget': 170000, 'qleads': 12, 'source': 'facebook', 'svdone': 3, 'svrate': 25, 'subsource': 'leadgen_nri'}]",September Plan - GCC,,2021-09-13 10:28:00.232273,2021-09-13 10:31:40.421793,,,active
116,1096,"[{'cpl': 697.6744186046511, 'cpql': 2180.232558139535, 'cpsv': 9000, 'leads': 129, 'qrate': 32, 'budget': 90000, 'qleads': 41.28, 'source': 'facebook', 'svdone': 10, 'svrate': 24.224806201550386, 'subsource': 'leadgen_ri'}, {'cpl': 1200, 'cpql': 3529.4117647058824, 'cpsv': 8571.42857142857, 'leads': 50, 'qrate': 34, 'budget': 60000, 'qleads': 17, 'source': 'google', 'svdone': 7, 'svrate': 41.1764705882353, 'subsource': 'search_ri'}]",Oct'19,,2019-10-09 10:59:17.826901,2019-10-25 06:59:50.574061,2019-11-05,2019-10-04,active
109,1100,"[{'cpl': 500, 'cpql': 2083.3333333333335, 'cpsv': 7142.857142857143, 'leads': 1100, 'qrate': 24, 'budget': 550000, 'qleads': 264, 'source': 'Facebook', 'svdone': 77, 'svrate': 29.166666666666668, 'subsource': 'Lead-gen ads'}, {'cpl': 800, 'cpql': 3333.3333333333335, 'cpsv': 14285.714285714286, 'leads': 125, 'qrate': 24, 'budget': 100000, 'qleads': 30, 'source': 'Facebook', 'svdone': 7, 'svrate': 23.333333333333332, 'subsource': 'Click to website'}, {'cpl': 800, 'cpql': 2343.75, 'cpsv': 6521.739130434783, 'leads': 375, 'qrate': 34.13333333333333, 'budget': 300000, 'qleads': 128, 'source': 'Google', 'svdone': 46, 'svrate': 35.9375, 'subsource': 'Search Ads'}, {'cpl': 300.3003003003003, 'cpql': 1666.6666666666667, 'cpsv': 14285.714285714286, 'leads': 333, 'qrate': 18.01801801801802, 'budget': 100000, 'qleads': 60, 'source': 'SMS', 'svdone': 7, 'svrate': 11.666666666666666, 'subsource': 'SMS Vendors'}, {'cpl': 500, 'cpql': 2500, 'cpsv': 17857.14285714286, 'leads': 500, 'qrate': 20, 'budget': 250000, 'qleads': 100, 'source': 'Portal', 'svdone': 14, 'svrate': 14, 'subsource': '99 acres( 50k credit left)'}]",Aashray atulyam,,2019-09-19 07:16:28.426709,2019-09-19 07:20:11.504552,2020-02-29,2019-09-01,active
107,1122,"[{'cpl': 899.5324074074074, 'cpql': 4982.02564102564, 'cpsv': 20452.526315789473, 'leads': 432, 'qrate': 18.055555555555557, 'budget': 388598, 'qleads': 78.00000000000001, 'source': 'Facebook', 'svdone': 19, 'svrate': 24.358974358974354, 'subsource': 'Lead-gen ads'}, {'cpl': 2300, 'cpql': 8536.585365853658, 'cpsv': 29166.666666666668, 'leads': 152.17391304347825, 'qrate': 26.942857142857143, 'budget': 350000, 'qleads': 41, 'source': 'Google', 'svdone': 12, 'svrate': 29.26829268292683, 'subsource': 'Search Ads'}]",Surya emerald,,2019-09-19 06:23:33.036567,2019-09-19 06:26:28.866086,2019-11-02,2019-09-18,active
